precision,recall,threshold
0.7979315831344471,1.0,0.07338952518190152
0.7985668789808917,1.0,0.0741046728916392
0.799203187250996,1.0,0.07433068115325672
0.7998405103668261,1.0,0.074534389300868
0.8004788507581804,1.0,0.07525189401487527
0.8011182108626198,1.0,0.07569636998592416
0.8017585931254996,1.0,0.07609508443809601
0.8024,1.0,0.07626533920560853
0.8030424339471577,1.0,0.07627231059801683
0.8036858974358975,1.0,0.07694530060525341
0.8043303929430633,1.0,0.07736783373671866
0.804975922953451,1.0,0.07837981638290632
0.8056224899598393,1.0,0.07853425206211641
0.8062700964630225,1.0,0.07864962812417133
0.8069187449718423,1.0,0.07870144412019188
0.8075684380032206,1.0,0.07889208314023052
0.8082191780821918,1.0,0.07909826111291914
0.8088709677419355,1.0,0.07912927205527653
0.8095238095238095,1.0,0.08008557374978686
0.8101777059773829,1.0,0.08023298505916338
0.8108326596604689,1.0,0.08176321016419455
0.8106796116504854,0.9990029910269193,0.08308759974807996
0.8113360323886639,0.9990029910269193,0.08345010485777886
0.8119935170178282,0.9990029910269193,0.08395379389324562
0.8126520681265207,0.9990029910269193,0.08442935431793828
0.8133116883116883,0.9990029910269193,0.08529910452670579
0.8139723801787165,0.9990029910269193,0.08565175783805395
0.8146341463414634,0.9990029910269193,0.08584385353898262
0.8152969894222946,0.9990029910269193,0.088075998708321
0.8159609120521173,0.9990029910269193,0.08825937809322489
0.8166259168704156,0.9990029910269193,0.08885367493535322
0.8172920065252854,0.9990029910269193,0.09085762650424761
0.8179591836734694,0.9990029910269193,0.09268746219377906
0.8186274509803921,0.9990029910269193,0.09301810652105708
0.8192968111201963,0.9990029910269193,0.09393560165317531
0.8199672667757774,0.9990029910269193,0.0942243566720633
0.8206388206388207,0.9990029910269193,0.09461468304909657
0.8213114754098361,0.9990029910269193,0.09608739065245603
0.8219852337981952,0.9990029910269193,0.09664372382558209
0.8226600985221675,0.9990029910269193,0.09936493258116619
0.8233360723089564,0.9990029910269193,0.09953435734844406
0.8240131578947368,0.9990029910269193,0.09961941264924232
0.8246913580246914,0.9990029910269193,0.10071411785974069
0.8253706754530478,0.9990029910269193,0.10142121794687631
0.8260511129431163,0.9990029910269193,0.1016336930407222
0.8267326732673267,0.9990029910269193,0.103431441751488
0.8274153592072667,0.9990029910269193,0.104780257261218
0.8272727272727273,0.9980059820538385,0.1067884286265727
0.8279569892473119,0.9980059820538385,0.10910777184201502
0.8286423841059603,0.9980059820538385,0.11001995608441408
0.8293289146644574,0.9980059820538385,0.11053700536439001
0.8300165837479271,0.9980059820538385,0.11075419303226028
0.8307053941908714,0.9980059820538385,0.11096991239742858
0.8313953488372093,0.9980059820538385,0.11224088097682662
0.8320864505403158,0.9980059820538385,0.11334808614060567
0.8327787021630616,0.9980059820538385,0.11525050898949668
0.8334721065778518,0.9980059820538385,0.11618761920982237
0.8341666666666666,0.9980059820538385,0.1178903432825871
0.8348623853211009,0.9980059820538385,0.11921049011364443
0.835559265442404,0.9980059820538385,0.11930222617119103
0.8362573099415205,0.9980059820538385,0.12222631936393095
0.8369565217391305,0.9980059820538385,0.12307322475491646
0.8376569037656904,0.9980059820538385,0.123899517283315
0.838358458961474,0.9980059820538385,0.12459148238842274
0.8390611902766136,0.9980059820538385,0.12717008023385187
0.839765100671141,0.9980059820538385,0.12743664928660825
0.8404701931150294,0.9980059820538385,0.12784155927691707
0.8411764705882353,0.9980059820538385,0.13068209201617162
0.8418839360807401,0.9980059820538385,0.13088469088608834
0.8425925925925926,0.9980059820538385,0.1329631005774471
0.8433024431339511,0.9980059820538385,0.13305465178701797
0.8440134907251264,0.9980059820538385,0.1331609051964467
0.8447257383966245,0.9980059820538385,0.13322848894075523
0.8454391891891891,0.9980059820538385,0.1348911905488301
0.8461538461538461,0.9980059820538385,0.13680992087820143
0.8468697123519459,0.9980059820538385,0.13731173869637944
0.8475867908552075,0.9980059820538385,0.13829302005911248
0.8483050847457627,0.9980059820538385,0.13901328280380892
0.8490245971162002,0.9980059820538385,0.13999547493316444
0.8497453310696095,0.9980059820538385,0.1411973255471958
0.8504672897196262,0.9980059820538385,0.14277937743314179
0.8511904761904762,0.9980059820538385,0.14407650905822336
0.8519148936170213,0.9980059820538385,0.14469901794062923
0.8526405451448041,0.9980059820538385,0.14588353029764736
0.8533674339300937,0.9980059820538385,0.147181733625497
0.8540955631399317,0.9980059820538385,0.1501835482073142
0.8548249359521777,0.9980059820538385,0.15074359539155396
0.8555555555555555,0.9980059820538385,0.1531677343665188
0.8562874251497006,0.9980059820538385,0.1559634708748297
0.8570205479452054,0.9980059820538385,0.158819358714261
0.8577549271636675,0.9980059820538385,0.1612079431590816
0.8584905660377359,0.9980059820538385,0.16213663945828288
0.8592274678111588,0.9980059820538385,0.16807887544888522
0.8599656357388317,0.9980059820538385,0.1686203581424076
0.8607050730868444,0.9980059820538385,0.17071132906884173
0.8614457831325302,0.9980059820538385,0.1729404952837916
0.8621877691645133,0.9980059820538385,0.1765161805159776
0.8629310344827587,0.9980059820538385,0.1774677562375386
0.8636755823986195,0.9980059820538385,0.17761607836882728
0.8644214162348878,0.9980059820538385,0.17823195935870653
0.8651685393258427,0.9980059820538385,0.17956855674705607
0.865916955017301,0.9980059820538385,0.18412653483522307
